,Date,Time,EARLWOOD WDR 1h average [°],EARLWOOD TEMP 1h average [°C],EARLWOOD WSP 1h average [m/s],EARLWOOD NO 1h average [pphm],EARLWOOD NO2 1h average [pphm],EARLWOOD CO 1h average [ppm],EARLWOOD OZONE 1h average [pphm],EARLWOOD OZONE 4h rolling average [pphm],EARLWOOD PM10 1h average [µg/m³],EARLWOOD PM2.5 1h average [µg/m³],EARLWOOD HUMID 1h average [%],EARLWOOD SD1 1h average [°],EARLWOOD CO 8h rolling average [ppm]
7255,30/10/2017,08:00,4.1,25.8,0.8,3.4,3.6,,1.0,0.4,28.0,14.9,51.1,61.61,
7256,30/10/2017,09:00,351.3,28.9,2.3,0.4,1.4,,3.6,1.2,14.9,14.4,40.0,34.78,
7257,30/10/2017,10:00,325.4,30.9,2.1,0.1,0.5,,4.4,2.3,-3.9,7.5,29.3,37.13,
7258,30/10/2017,11:00,330.5,32.2,2.1,0.0,0.4,,4.4,3.3,8.7,2.6,24.9,39.27,
7259,30/10/2017,12:00,339.9,33.4,2.2,0.0,0.4,,4.5,4.2,6.8,-0.9,23.4,43.32,
7260,30/10/2017,13:00,337.7,34.9,2.7,0.0,0.4,,4.0,4.3,4.0,4.1,18.4,41.3,
7261,30/10/2017,14:00,317.4,35.7,4.0,0.1,0.4,,3.5,4.1,13.2,8.9,14.7,33.25,
7262,30/10/2017,15:00,310.4,35.1,3.8,0.1,0.5,,3.5,3.9,19.1,6.5,14.9,32.45,
7263,30/10/2017,16:00,257.0,31.9,2.4,0.1,0.7,,3.3,3.6,58.4,4.9,24.9,56.76,
7264,30/10/2017,17:00,178.2,21.8,2.5,0.0,0.4,,2.9,3.3,65.5,,67.9,41.0,
7265,30/10/2017,18:00,170.3,20.2,2.7,0.0,0.3,,3.0,3.2,40.4,21.3,73.5,38.51,
7266,30/10/2017,19:00,169.3,19.7,2.2,0.0,0.2,,2.9,3.0,35.2,16.5,73.2,39.53,
7267,30/10/2017,20:00,175.8,18.9,2.5,0.0,0.1,,3.1,3.0,26.7,11.2,71.7,37.82,
7268,30/10/2017,21:00,180.7,18.0,2.3,0.0,0.1,,3.1,3.0,25.3,12.3,69.9,38.38,
7269,30/10/2017,22:00,208.4,17.5,2.9,0.0,0.1,,3.0,3.0,12.7,11.8,65.0,28.05,
7270,30/10/2017,23:00,225.4,17.5,3.2,0.0,0.3,,2.6,2.9,-4.0,5.6,44.7,23.11,
7271,30/10/2017,00:00,222.4,17.1,2.5,0.0,0.2,,2.7,2.8,-2.8,-1.8,35.5,23.24,
7272,31/10/2017,01:00,222.4,16.5,2.5,-0.1,0.1,,2.6,2.7,2.4,1.8,37.6,27.61,
7273,31/10/2017,02:00,236.5,15.2,2.3,,,,,2.6,4.9,1.8,41.1,24.41,
7274,31/10/2017,03:00,242.4,14.4,2.7,0.0,0.2,,2.4,2.6,6.0,1.3,44.7,23.95,
7275,31/10/2017,04:00,245.4,13.5,2.3,0.0,0.2,,2.3,2.5,6.4,2.3,49.5,26.39,
7276,31/10/2017,05:00,252.8,12.8,2.1,0.0,0.6,,1.9,2.2,7.5,3.4,53.2,25.54,
7277,31/10/2017,06:00,244.7,12.9,2.1,0.3,1.1,,1.4,2.0,9.5,6.4,54.9,24.79,
7278,31/10/2017,07:00,228.9,13.9,2.9,0.2,0.7,,2.0,1.9,7.9,3.8,53.1,25.24,
7279,31/10/2017,08:00,218.7,14.0,2.8,0.3,0.5,,2.2,1.9,8.3,3.5,52.9,24.92,
7280,31/10/2017,09:00,229.3,15.4,2.4,0.2,0.4,,2.2,1.9,9.1,3.8,48.8,33.78,
7281,31/10/2017,10:00,201.6,17.0,3.3,0.1,0.2,,2.4,2.2,12.6,3.3,41.2,29.17,
7282,31/10/2017,11:00,186.1,18.5,2.8,0.1,0.2,,2.7,2.4,10.9,3.2,36.0,39.13,
7283,31/10/2017,12:00,185.6,19.3,2.3,0.1,0.2,,2.8,2.5,14.0,4.9,32.2,40.41,
7284,31/10/2017,13:00,171.3,19.7,2.0,0.2,0.3,,2.8,2.7,31.9,4.9,35.2,40.88,
7285,31/10/2017,14:00,160.9,19.2,2.2,0.1,0.3,,2.7,2.7,18.0,3.8,36.9,35.77,
7286,31/10/2017,15:00,174.0,19.5,2.2,0.1,0.2,,2.7,2.8,17.5,1.4,37.1,39.12,
7287,31/10/2017,16:00,170.2,19.4,2.1,0.1,0.3,,2.7,2.7,25.3,5.0,40.7,41.2,
7288,31/10/2017,17:00,168.1,18.7,2.1,0.1,0.4,,2.6,2.7,22.1,7.4,43.8,39.1,
7289,31/10/2017,18:00,175.0,17.7,2.1,0.1,0.2,,2.7,2.7,23.3,3.2,45.4,41.29,
7290,31/10/2017,19:00,183.0,17.1,1.6,0.1,0.4,,2.6,2.6,26.0,4.4,53.4,43.1,
7291,31/10/2017,20:00,189.9,16.8,1.8,0.0,0.3,,2.5,2.6,23.7,5.9,54.7,38.43,
7292,31/10/2017,21:00,208.6,16.4,2.7,0.0,0.2,,2.6,2.6,20.9,6.8,54.6,24.73,
7293,31/10/2017,22:00,226.8,15.7,1.6,0.0,0.5,,2.2,2.5,22.5,10.5,58.0,25.46,
7294,31/10/2017,23:00,247.7,14.9,1.0,0.0,0.8,,1.7,2.3,18.8,7.3,59.7,27.15,
7295,31/10/2017,00:00,216.9,15.2,1.6,0.0,0.5,,2.0,2.1,19.8,0.9,60.3,33.11,
7296,01/11/2017,01:00,206.1,14.9,2.5,0.0,0.1,,2.7,2.2,13.6,7.6,63.2,28.5,
7297,01/11/2017,02:00,211.1,15.1,2.2,,,,,2.2,9.4,7.3,56.1,28.56,
7298,01/11/2017,03:00,216.5,14.7,2.4,0.0,0.2,,2.4,2.4,7.5,5.4,48.9,24.41,
7299,01/11/2017,04:00,211.6,13.8,2.1,0.0,0.2,,2.5,2.6,7.6,6.5,43.7,30.28,
7300,01/11/2017,05:00,217.6,13.2,1.9,0.0,0.3,,2.4,2.4,7.8,3.9,43.2,24.23,
7301,01/11/2017,06:00,237.7,12.6,1.0,0.6,1.5,,1.3,2.1,13.9,4.9,47.2,33.0,
7302,01/11/2017,07:00,252.0,13.2,2.0,0.8,1.7,,1.0,1.8,16.9,5.0,49.5,26.09,
7303,01/11/2017,08:00,247.7,14.2,2.6,0.6,1.0,,1.6,1.5,10.1,7.5,46.1,24.94,
7304,01/11/2017,09:00,229.3,15.8,2.0,0.3,0.5,,2.1,1.5,9.6,5.0,40.3,32.73,
7305,01/11/2017,10:00,215.7,17.0,2.1,0.2,0.3,,2.4,1.8,7.7,2.0,37.1,36.27,
7306,01/11/2017,11:00,207.4,18.3,1.6,0.1,0.2,,2.7,2.2,4.6,0.0,33.5,48.09,
7307,01/11/2017,12:00,161.1,19.4,1.1,0.6,0.6,,2.8,2.5,14.4,2.6,33.6,59.02,
7308,01/11/2017,13:00,120.6,19.7,1.5,0.1,0.2,,3.1,2.7,18.9,2.2,36.5,38.57,
7309,01/11/2017,14:00,124.2,20.2,1.2,0.1,0.5,,2.9,2.9,14.9,4.1,34.9,43.3,
7310,01/11/2017,15:00,124.9,20.5,1.1,0.2,0.7,,2.8,2.9,14.9,4.2,35.7,43.97,
7311,01/11/2017,16:00,131.3,19.4,1.1,0.1,0.9,,2.6,2.8,23.1,7.1,39.8,42.9,
7312,01/11/2017,17:00,126.2,18.4,1.2,0.0,0.4,,2.7,2.7,22.0,4.4,47.0,43.24,
7313,01/11/2017,18:00,128.5,18.5,0.9,0.0,0.4,,2.6,2.6,24.9,1.5,52.6,42.4,
7314,01/11/2017,19:00,148.3,18.6,0.9,0.0,0.5,,2.3,2.5,31.2,5.9,58.6,42.96,
7315,01/11/2017,20:00,165.1,18.4,0.8,0.0,0.4,,2.2,2.4,26.6,8.4,63.6,49.27,
7316,01/11/2017,21:00,173.7,18.3,0.7,0.0,0.2,,2.1,2.3,27.1,4.3,64.9,54.91,
7317,01/11/2017,22:00,199.8,18.3,0.9,0.0,0.4,,1.9,2.1,25.0,4.9,64.9,41.14,
7318,01/11/2017,23:00,221.8,17.9,0.7,0.0,0.4,,1.8,2.0,22.7,8.3,66.5,39.76,
7319,01/11/2017,00:00,248.1,17.4,0.9,0.0,0.6,,1.6,1.8,21.7,5.5,68.6,20.53,
7320,02/11/2017,01:00,231.7,17.1,0.9,0.0,0.8,,1.2,1.6,19.4,6.1,67.6,30.61,
7321,02/11/2017,02:00,206.7,16.2,0.4,,,,,1.5,21.1,6.8,69.9,41.53,
7322,02/11/2017,03:00,275.4,14.7,0.4,0.0,0.8,,0.7,1.2,18.9,1.1,79.3,37.1,
7323,02/11/2017,04:00,269.5,14.6,0.7,0.0,1.3,,0.5,0.8,15.8,7.8,76.9,36.86,
7324,02/11/2017,05:00,27.2,14.6,0.2,0.4,1.6,,0.3,0.5,18.9,9.4,76.2,58.88,
7325,02/11/2017,06:00,285.1,14.6,0.3,2.1,1.8,,0.1,0.4,22.6,4.4,77.1,68.69,
7326,02/11/2017,07:00,323.0,16.2,0.8,4.3,2.3,,0.3,0.3,27.5,7.2,66.8,37.71,
7327,02/11/2017,08:00,192.6,18.5,0.5,1.4,1.4,,1.1,0.4,36.1,8.9,62.1,76.08,
7328,02/11/2017,09:00,109.3,19.3,1.1,0.1,0.3,,2.2,0.9,27.9,5.3,60.1,38.03,
7329,02/11/2017,10:00,112.4,19.6,0.9,0.1,0.5,,2.3,1.5,24.8,7.0,58.9,44.29,
7330,02/11/2017,11:00,147.3,19.5,0.9,0.1,0.5,,2.3,2.0,22.0,9.3,58.7,41.62,
7331,02/11/2017,12:00,136.3,20.7,1.3,0.2,0.4,,2.6,2.3,16.7,5.2,52.8,40.19,
7332,02/11/2017,13:00,144.4,21.0,1.3,0.1,0.3,,2.9,2.5,15.6,1.2,50.1,41.13,
7333,02/11/2017,14:00,144.7,20.9,1.5,0.1,0.4,,2.9,2.7,16.0,4.2,50.0,39.37,
7334,02/11/2017,15:00,137.0,20.8,1.4,0.1,0.4,,3.0,2.8,13.8,3.1,49.6,41.43,
7335,02/11/2017,16:00,128.7,20.8,1.5,0.1,0.3,,3.0,3.0,15.7,5.4,49.7,36.66,
7336,02/11/2017,17:00,97.1,19.9,2.0,0.0,0.3,,3.1,3.0,15.3,6.2,52.1,31.09,
7337,02/11/2017,18:00,102.9,19.4,1.4,0.0,0.3,,2.9,3.0,18.2,7.5,55.7,31.51,
7338,02/11/2017,19:00,102.0,18.9,1.3,0.0,0.3,,2.7,2.9,15.6,5.8,59.2,29.44,
7339,02/11/2017,20:00,88.0,18.8,1.1,0.0,0.3,,2.7,2.9,17.3,5.1,60.8,25.8,
7340,02/11/2017,21:00,81.7,18.8,1.1,0.0,0.3,,2.8,2.8,16.7,3.9,61.5,24.45,
7341,02/11/2017,22:00,44.0,19.0,0.9,0.0,0.4,,2.6,2.7,16.4,7.0,62.6,29.18,
7342,02/11/2017,23:00,34.9,19.0,1.2,0.0,0.3,,2.7,2.7,16.9,3.8,63.9,23.89,
7343,02/11/2017,00:00,6.8,18.7,0.8,0.0,0.5,,2.4,2.6,16.8,3.0,66.5,28.33,
7344,03/11/2017,01:00,7.1,18.6,1.0,0.0,0.7,,2.1,2.5,14.0,7.2,66.7,25.69,
7345,03/11/2017,02:00,359.1,17.9,0.7,,,,,2.4,15.5,5.0,69.1,27.41,
7346,03/11/2017,03:00,325.1,17.0,0.4,0.0,1.1,,1.1,1.9,16.0,6.2,74.5,45.27,
7347,03/11/2017,04:00,305.2,17.2,0.5,0.0,1.5,,0.9,1.4,15.2,1.1,73.8,40.61,
7348,03/11/2017,05:00,333.2,17.1,0.4,0.4,2.1,,0.3,0.8,16.9,7.7,74.5,36.92,
7349,03/11/2017,06:00,313.3,17.4,0.8,0.6,2.0,,0.6,0.7,20.2,10.4,71.8,29.59,
7350,03/11/2017,07:00,340.6,18.3,1.0,1.0,1.8,,0.8,0.6,23.7,7.1,70.0,35.43,
7351,03/11/2017,08:00,351.6,19.5,1.5,0.6,1.1,,1.7,0.8,24.3,10.7,64.7,38.65,
7352,03/11/2017,09:00,330.8,21.3,1.0,0.8,1.3,,1.7,1.2,23.5,8.0,56.9,50.96,
7353,03/11/2017,10:00,337.5,23.5,1.1,0.7,1.4,,2.1,1.6,25.3,4.8,46.3,44.47,
7354,03/11/2017,11:00,343.2,25.9,1.4,0.3,0.9,,2.9,2.1,6.7,4.9,34.9,44.24,
7355,03/11/2017,12:00,312.5,27.9,1.9,0.1,0.6,,3.4,2.5,15.2,0.6,27.9,38.87,
7356,03/11/2017,13:00,306.8,28.3,1.7,0.1,0.7,,3.4,2.9,21.2,1.3,28.2,40.68,
7357,03/11/2017,14:00,312.3,29.8,2.0,0.1,0.6,,3.9,3.4,16.4,0.3,26.0,44.16,
7358,03/11/2017,15:00,283.9,29.9,2.5,0.2,0.7,,2.8,3.4,11.5,7.2,21.1,29.95,
7359,03/11/2017,16:00,265.9,28.9,0.9,0.3,1.6,,2.0,3.0,31.4,6.6,24.6,77.79,
7360,03/11/2017,17:00,144.2,25.4,0.7,0.2,2.9,,1.9,2.6,56.9,,45.3,56.09,
7361,03/11/2017,18:00,134.6,23.2,1.5,0.0,0.9,,3.3,2.5,30.9,13.0,52.5,41.67,
7362,03/11/2017,19:00,128.2,22.3,1.5,0.0,1.2,,2.5,2.4,16.0,12.4,51.0,38.74,
7363,03/11/2017,20:00,162.1,21.6,1.0,0.0,0.8,,2.3,2.5,27.3,9.2,56.9,44.69,
7364,03/11/2017,21:00,166.7,18.9,1.8,0.0,0.2,,2.5,2.7,30.1,11.2,70.9,41.66,
7365,03/11/2017,22:00,160.5,17.8,1.6,0.0,0.2,,2.5,2.5,22.7,9.7,75.4,40.17,
7366,03/11/2017,23:00,165.6,17.2,1.4,0.0,0.2,,2.5,2.5,19.7,6.3,78.9,41.02,
7367,03/11/2017,00:00,160.7,16.3,1.0,0.0,0.2,,2.5,2.5,13.9,4.6,84.1,43.33,
7368,04/11/2017,01:00,182.5,16.5,1.0,0.0,0.2,,2.5,2.5,19.8,2.7,82.3,46.81,
7369,04/11/2017,02:00,161.7,16.0,0.7,,,,,2.5,14.6,4.8,85.9,47.91,
7370,04/11/2017,03:00,183.1,16.5,0.7,0.0,0.1,,2.4,2.5,14.0,5.6,79.9,53.74,
7371,04/11/2017,04:00,205.7,16.6,0.8,0.0,0.1,,2.6,2.5,16.1,4.3,76.7,53.62,
7372,04/11/2017,05:00,216.8,16.4,1.0,0.0,0.4,,2.3,2.4,18.4,1.0,78.4,23.96,
7373,04/11/2017,06:00,191.4,15.8,1.1,0.0,0.4,,2.2,2.4,16.1,0.0,83.6,45.82,
7374,04/11/2017,07:00,151.1,16.5,1.0,0.1,0.4,,2.5,2.4,6.1,5.8,77.3,43.67,
7375,04/11/2017,08:00,189.3,16.8,1.4,0.1,0.5,,2.3,2.3,15.6,5.0,76.2,42.9,
7376,04/11/2017,09:00,163.2,16.6,1.5,0.1,0.3,,2.4,2.3,10.3,3.3,77.1,40.88,
7377,04/11/2017,10:00,169.6,16.4,1.5,0.0,0.2,,2.4,2.4,9.8,5.1,75.9,39.84,
7378,04/11/2017,11:00,172.2,16.1,1.8,0.1,0.2,,2.4,2.4,13.3,3.7,75.2,40.92,
7379,04/11/2017,12:00,179.1,15.8,1.6,0.1,0.2,,2.4,2.4,12.9,4.5,76.0,43.73,
7380,04/11/2017,13:00,169.0,15.7,1.7,0.1,0.2,,2.4,2.4,12.3,8.5,73.7,40.98,
7381,04/11/2017,14:00,164.8,15.6,1.2,0.1,0.4,,2.3,2.4,15.9,7.2,76.4,47.72,
7382,04/11/2017,15:00,171.9,16.5,1.3,0.1,0.3,,2.4,2.4,17.8,6.1,70.7,45.36,
7383,04/11/2017,16:00,161.9,16.1,1.3,0.0,0.2,,2.6,2.4,17.3,5.2,72.1,41.65,
7384,04/11/2017,17:00,156.7,15.4,0.6,0.1,0.5,,2.1,2.3,19.6,4.4,84.7,49.72,
7385,04/11/2017,18:00,180.7,15.7,0.7,0.1,0.4,,2.1,2.3,10.3,4.5,82.1,45.59,
7386,04/11/2017,19:00,148.4,15.8,0.6,0.0,0.5,,2.1,2.2,15.6,5.3,82.8,53.93,
7387,04/11/2017,20:00,126.5,15.2,0.5,0.0,0.9,,1.7,2.0,11.2,3.7,87.7,49.21,
7388,04/11/2017,21:00,194.7,15.3,0.7,0.0,0.9,,1.6,1.9,13.7,7.1,88.2,38.72,
7389,04/11/2017,22:00,205.9,15.3,1.1,0.0,0.6,,1.8,1.8,12.1,5.4,90.2,24.62,
7390,04/11/2017,23:00,164.1,15.0,0.6,0.0,0.3,,2.1,1.8,9.4,3.0,91.9,52.47,
7391,04/11/2017,00:00,187.0,15.0,0.0,0.0,0.4,,2.0,1.9,9.8,2.1,92.8,97.15,
7392,05/11/2017,01:00,226.8,14.8,0.7,0.0,0.7,,1.5,1.9,7.3,3.0,94.6,62.74,
7393,05/11/2017,02:00,210.0,14.8,0.9,,,,,1.9,7.8,3.5,93.3,30.67,
7394,05/11/2017,03:00,178.7,14.7,0.6,0.0,0.2,,2.2,1.9,8.6,2.6,93.9,58.42,
7395,05/11/2017,04:00,147.8,14.5,0.8,0.0,0.1,,2.5,2.1,7.0,3.2,92.2,41.32,
7396,05/11/2017,05:00,140.0,14.4,1.0,0.0,0.1,,2.6,2.5,11.0,2.2,91.5,40.6,
7397,05/11/2017,06:00,123.2,14.3,0.8,0.0,0.7,,2.2,2.4,9.9,3.6,90.1,40.99,
7398,05/11/2017,07:00,106.0,14.5,0.7,0.1,1.3,,1.6,2.2,14.5,3.9,88.7,38.05,
7399,05/11/2017,08:00,105.3,14.5,1.3,0.0,0.6,,2.1,2.1,11.2,3.5,89.1,31.52,
7400,05/11/2017,09:00,110.2,15.6,1.1,0.2,1.1,,1.8,1.9,6.2,3.0,80.8,34.57,
7401,05/11/2017,10:00,110.3,16.1,1.4,0.1,0.7,,2.1,1.9,12.9,2.5,75.8,34.75,
7402,05/11/2017,11:00,105.0,15.2,1.1,0.1,0.6,,2.0,2.0,11.1,4.6,83.3,37.84,
7403,05/11/2017,12:00,60.6,15.9,1.2,0.1,0.6,,2.0,2.0,7.5,1.4,75.1,38.21,
7404,05/11/2017,13:00,76.4,17.2,1.2,0.0,0.2,,2.5,2.1,3.3,8.2,64.1,36.49,
7405,05/11/2017,14:00,91.3,17.4,1.3,0.0,0.3,,2.5,2.3,12.5,7.8,60.7,35.81,
7406,05/11/2017,15:00,104.3,17.4,1.4,0.0,0.2,,2.5,2.4,10.9,0.1,60.1,28.97,
7407,05/11/2017,16:00,88.0,17.5,1.2,0.0,0.4,,2.4,2.5,14.5,1.1,59.3,31.47,
7408,05/11/2017,17:00,83.2,17.0,1.4,0.0,0.4,,2.3,2.4,15.4,5.1,64.8,25.16,
7409,05/11/2017,18:00,104.2,16.7,0.9,0.0,0.5,,2.1,2.4,15.6,5.3,69.5,29.15,
7410,05/11/2017,19:00,79.9,17.4,1.3,0.0,0.6,,2.1,2.2,12.0,6.0,63.5,27.9,
7411,05/11/2017,20:00,72.7,17.7,1.3,0.0,0.6,,2.2,2.2,15.4,3.5,60.0,27.22,
7412,05/11/2017,21:00,40.3,17.8,1.7,0.0,0.3,,2.4,2.2,14.8,-1.0,60.9,25.84,
7413,05/11/2017,22:00,54.6,17.8,1.3,0.0,0.3,,2.5,2.3,10.1,1.1,59.0,28.1,
7414,05/11/2017,23:00,57.7,17.8,1.3,0.0,0.3,,2.5,2.4,13.5,2.8,57.9,28.13,
7415,05/11/2017,00:00,53.2,17.9,1.3,0.0,0.3,,2.5,2.5,14.3,2.7,60.2,29.59,
7416,06/11/2017,01:00,73.1,18.1,1.3,0.0,0.2,,2.7,2.5,14.6,2.8,61.3,31.14,
7417,06/11/2017,02:00,66.0,17.7,1.4,,,,,2.5,18.5,1.0,66.8,25.21,
7418,06/11/2017,03:00,47.6,16.7,1.4,0.0,0.1,,2.6,2.6,20.6,3.4,80.8,30.89,
7419,06/11/2017,04:00,59.7,16.0,1.3,0.0,0.2,,2.6,2.6,13.8,3.7,91.1,29.36,
7420,06/11/2017,05:00,71.4,16.4,1.5,0.0,0.3,,2.6,2.6,11.3,9.7,92.3,30.27,
7421,06/11/2017,06:00,24.3,17.3,1.5,0.0,0.8,,2.1,2.5,13.0,9.8,92.1,35.81,
7422,06/11/2017,07:00,35.1,17.5,1.7,0.2,1.4,,1.3,2.1,10.4,3.8,93.2,34.91,
7423,06/11/2017,08:00,13.1,18.7,2.8,0.1,0.8,,2.0,2.0,17.3,3.0,88.2,30.63,
7424,06/11/2017,09:00,298.7,17.9,1.6,1.7,1.8,,0.7,1.5,7.9,3.8,88.4,37.94,
7425,06/11/2017,10:00,286.2,18.4,1.4,1.5,1.3,,1.0,1.3,11.8,4.7,85.0,38.88,
7426,06/11/2017,11:00,0.2,22.0,2.1,0.7,0.9,,2.0,1.4,8.6,7.3,69.7,46.44,
7427,06/11/2017,12:00,351.2,24.6,2.4,0.1,0.5,,3.4,1.8,5.1,3.5,57.3,33.71,
7428,06/11/2017,13:00,289.4,22.2,1.7,0.1,0.6,,3.3,2.4,34.7,4.4,73.1,59.76,
7429,06/11/2017,14:00,246.2,22.6,3.1,0.2,0.5,,2.8,2.9,,8.9,67.9,27.87,
7430,06/11/2017,15:00,257.7,24.3,4.4,0.2,0.4,,2.9,3.1,,4.5,44.1,25.18,
7431,06/11/2017,16:00,258.9,24.6,4.5,0.1,0.4,,3.1,3.0,-3.5,,36.0,26.68,
7432,06/11/2017,17:00,251.8,24.0,4.5,0.1,0.3,,3.4,3.1,-0.9,,33.1,25.95,
7433,06/11/2017,18:00,241.2,21.8,3.3,0.0,0.4,,3.2,3.2,14.8,0.2,38.2,44.6,
7434,06/11/2017,19:00,204.3,17.5,3.8,0.0,0.2,,3.0,3.2,11.4,2.1,54.4,28.18,
7435,06/11/2017,20:00,216.8,16.5,3.3,0.0,0.2,,2.8,3.1,6.6,4.2,60.0,22.14,
7436,06/11/2017,21:00,230.9,16.3,2.6,0.0,0.3,,2.6,2.9,0.9,3.8,56.7,25.59,
7437,06/11/2017,22:00,245.2,15.8,2.1,0.0,0.3,,2.5,2.7,8.4,3.9,61.8,27.01,
7438,06/11/2017,23:00,251.4,15.3,2.1,0.0,0.4,,2.2,2.5,-0.4,2.2,62.6,24.49,
7439,06/11/2017,00:00,255.1,14.7,2.0,0.0,0.4,,2.2,2.4,2.0,2.2,60.7,21.55,
7440,07/11/2017,01:00,256.0,14.3,1.3,0.0,0.4,,2.1,2.2,3.4,-0.5,62.7,24.65,
7441,07/11/2017,02:00,264.1,14.3,1.3,,,,,2.2,3.5,2.0,62.5,26.19,
7442,07/11/2017,03:00,269.6,13.8,1.1,0.0,0.6,,1.6,2.0,5.5,3.4,65.3,25.18,
7443,07/11/2017,04:00,262.9,13.4,1.1,0.0,0.6,,1.5,1.7,5.8,1.4,67.0,25.01,
7444,07/11/2017,05:00,252.4,12.6,1.1,0.2,1.3,,0.8,1.3,7.0,6.7,70.3,30.99,
7445,07/11/2017,06:00,238.7,13.3,1.1,2.0,2.1,,0.3,1.0,8.9,8.9,68.2,30.28,
7446,07/11/2017,07:00,221.0,15.5,2.3,0.8,1.1,,1.2,1.0,3.8,5.6,56.9,23.07,
7447,07/11/2017,08:00,218.5,17.2,2.7,0.4,0.5,,2.0,1.1,2.4,3.7,46.7,27.13,
7448,07/11/2017,09:00,199.7,18.5,2.4,0.1,0.3,,2.4,1.5,3.6,1.9,39.0,34.72,
7449,07/11/2017,10:00,182.4,19.3,1.9,0.2,0.3,,2.5,2.0,10.7,6.0,36.7,42.47,
7450,07/11/2017,11:00,147.7,19.1,1.7,0.2,0.3,,2.5,2.3,12.7,2.6,39.5,40.36,
7451,07/11/2017,12:00,140.3,19.0,1.8,0.2,0.3,,2.6,2.5,13.3,3.4,40.6,38.17,
7452,07/11/2017,13:00,161.1,19.7,2.0,0.2,0.4,,2.5,2.5,16.9,2.5,41.5,39.23,
7453,07/11/2017,14:00,148.2,19.3,2.0,0.1,0.2,,2.5,2.5,17.6,5.3,44.7,39.42,
7454,07/11/2017,15:00,149.4,19.2,2.1,0.1,0.3,,2.4,2.5,17.4,4.9,46.3,39.8,
7455,07/11/2017,16:00,149.3,18.8,2.2,0.2,0.3,,2.3,2.4,17.9,7.4,48.8,38.38,
7456,07/11/2017,17:00,154.2,18.3,1.7,0.2,0.5,,2.3,2.3,24.8,4.4,53.9,41.23,
7457,07/11/2017,18:00,143.5,17.2,1.6,0.1,0.3,,2.3,2.3,24.3,7.6,59.5,39.35,
7458,07/11/2017,19:00,149.3,17.0,1.3,0.0,0.3,,2.3,2.3,23.5,7.8,60.3,42.29,
7459,07/11/2017,20:00,166.5,17.0,1.2,0.0,0.3,,2.4,2.3,17.9,6.7,59.3,44.55,
7460,07/11/2017,21:00,162.0,16.8,1.3,0.0,0.3,,2.4,2.3,19.9,0.7,58.2,43.76,
7461,07/11/2017,22:00,165.7,16.5,1.0,0.0,0.3,,2.4,2.4,24.2,-0.1,61.9,44.87,
7462,07/11/2017,23:00,165.3,16.4,1.2,0.0,0.2,,2.4,2.4,14.2,2.3,60.2,43.19,
7463,07/11/2017,00:00,167.0,16.4,1.0,0.0,0.3,,2.3,2.4,13.2,4.0,58.1,47.89,
7464,08/11/2017,01:00,177.5,16.4,1.1,0.0,0.1,,2.5,2.4,14.1,2.7,59.5,44.5,
7465,08/11/2017,02:00,176.4,15.5,1.0,,,,,2.4,21.1,4.3,67.0,49.12,
7466,08/11/2017,03:00,196.0,15.6,1.6,0.0,0.1,,2.4,2.4,11.9,0.4,63.2,35.09,
7467,08/11/2017,04:00,196.0,14.7,1.6,0.0,0.1,,2.5,2.4,12.5,6.6,68.5,38.68,
7468,08/11/2017,05:00,210.6,14.1,1.7,0.0,0.3,,2.2,2.4,14.9,4.5,72.4,35.89,
7469,08/11/2017,06:00,226.7,14.9,1.3,0.2,0.9,,1.7,2.2,16.1,2.7,65.2,36.62,
7470,08/11/2017,07:00,218.7,15.6,1.1,0.4,1.1,,1.3,1.9,11.0,4.2,62.0,45.64,
7471,08/11/2017,08:00,207.0,15.5,2.3,0.2,0.7,,1.8,1.7,28.5,8.0,66.0,26.07,
7472,08/11/2017,09:00,193.6,17.3,2.1,0.2,0.4,,2.1,1.7,19.3,7.3,58.0,38.0,
7473,08/11/2017,10:00,165.4,18.7,1.5,0.2,0.3,,2.5,1.9,47.1,6.5,49.1,43.62,
7474,08/11/2017,11:00,173.4,18.9,1.6,0.2,0.3,,2.6,2.2,21.7,6.0,48.7,45.39,
7475,08/11/2017,12:00,148.1,19.1,1.4,0.1,0.3,,2.6,2.4,13.7,4.1,47.7,45.66,
7476,08/11/2017,13:00,140.7,19.5,1.5,0.1,0.3,,2.5,2.5,13.3,3.4,45.1,43.28,
7477,08/11/2017,14:00,139.8,19.5,1.5,0.1,0.3,,2.6,2.6,12.2,-1.1,45.1,45.01,
7478,08/11/2017,15:00,155.7,19.2,1.4,0.1,0.3,,2.6,2.6,14.2,4.1,44.4,41.77,
7479,08/11/2017,16:00,146.2,19.1,1.4,0.1,0.3,,2.5,2.5,13.1,3.6,46.3,39.75,
7480,08/11/2017,17:00,131.2,18.8,1.2,0.0,0.2,,2.5,2.5,14.4,6.0,48.2,41.73,
7481,08/11/2017,18:00,144.4,18.3,0.9,0.0,0.2,,2.5,2.5,12.3,2.2,49.6,44.75,
7482,08/11/2017,19:00,141.1,17.2,0.6,0.0,0.5,,2.2,2.4,16.7,4.4,54.3,43.37,
7483,08/11/2017,20:00,151.8,16.7,0.4,0.0,0.7,,2.0,2.3,14.9,1.1,58.6,41.59,
7484,08/11/2017,21:00,167.2,15.9,0.2,0.0,0.8,,1.8,2.1,15.6,5.9,63.5,57.27,
